Version	Id	Symbol	Flags	Name	Prefix
7	0	AR_NONE		none	
7	1	AR_LOTHORIL		Lothoril	
7	2	AR_GLOOM		Gloom	
7	3	AR_MOON		Moon	
7	4	AR_MIRROW		Mirrow	
7	5	AR_GLORIM		Glorim	
7	6	AR_KORKITH		Korkith	
7	7	AR_LOST		Lost	the
7	8	AR_DEAD		Dead	
7	9	AR_WEIRD		Weird	
7	10	AR_UGRAK		Ugrak	
7	11	AR_DEATH		Death	
7	12	AR_DOOM		Doom	
7	13	AR_DESPAIR		Despair	
7	14	AR_VORGATH		Vorgath	
7	15	AR_USHGARAK		Ushgarak	
7	16	AR_UGRORN		Ugrorn	
7	17	AR_KOR		Kor	
7	18	AR_TOOMOG		Toomog	
7	19	AR_OGRIM		Ogrim	
7	20	AR_DODRAK		Dodrak	
7	21	AR_GORGRATH		Gorgrath	
7	22	AR_VALETHOR		Valethor	
7	23	AR_COROTH		Coroth	
7	24	AR_ASHIMAR		Ashimar	
7	25	AR_ITHRIL		Ithril	
7	26	AR_SHADOWS		Shadows	
7	27	AR_BLOOD		Blood	
7	28	AR_THRALL		Thrall	
7	29	AR_TORKREN		Torkren	
7	30	AR_GARD		Gard	
7	31	AR_MITHARG		Mitharg	
7	32	AR_MOON2		Moon	the
7	33	AR_ISERATH		Iserath	
7	34	AR_SHIMERIL		Shimeril	
7	35	AR_ODRARK		Odrark	
7	36	AR_ISHMALAY		Ishmalay	
7	37	AR_BRITH		Brith	
7	38	AR_SILENCE		Silence	
7	39	AR_ELENIL		Elenil	
7	40	AR_RORATH		Rorath	
7	41	AR_MORNING		Morning	
7	42	AR_THIMRATH		Thimrath	
7	43	AR_CORELAY		Corelay	
7	44	AR_RATHRORN		Rathrorn	
7	45	AR_LORGRIM		Lorgrim	
7	46	AR_LOR		Lor	
7	47	AR_FADRATH		Fadrath	
7	48	AR_DROON		Droon	
7	49	AR_GRARG		Grarg	
7	50	AR_DREAMS		Dreams	
7	51	AR_ITHRORN		Ithrorn	
7	52	AR_WHISPERS		Whispers	
7	53	AR_XAJORKITH		Xajorkith	
7	54	AR_HERATH		Herath	
7	55	AR_KUMAR		Kumar	
7	56	AR_MARAKITH		Marakith	
7	57	AR_TARG		Targ	the
7	58	AR_UTARG		Utarg	
7	59	AR_ATHORIL		Athoril	
7	60	AR_DREGRIM		Dregrim	
7	61	AR_DAWN		Dawn	
7	62	AR_TRORN		Trorn	
7	63	AR_COOM		Coom	
