Version	Id	Symbol	Flags	Name	Prefix
7	0	AR_NONE		none	
7	1	AR_IMILVIR		Imilvir	
7	2	AR_EODRAL		Eodral	
7	3	AR_ARELON		Arelon	
7	4	AR_ARAVIK		Aravik	
7	5	AR_CARADWIN		Caradwin	
7	6	AR_FALTHRANG		Falthrang	
7	7	AR_ELINMOR		Elinmor	
7	8	AR_TAREFYR		Tarefyr	
7	9	AR_NORTHERN		Northern	
7	10	AR_EASTERN		Eastern	
7	11	AR_SOUTHERN		Southern	
7	12	AR_WESTERN		Western	
7	13	AR_MIDDLE		Middle	
7	14	AR_ULMOR		Ulmor	
7	15	AR_SKULLS		Skulls	
7	16	AR_SHINING		Shining	
7	17	AR_SILFAR		Silfar	
7	18	AR_GREY		Grey	
7	19	AR_EREGOTH		Eregoth	
7	20	AR_WEEPING		Weeping	
7	21	AR_FIRE		Fire	
7	22	AR_GALORWAIN		Galorwain	
7	23	AR_THARRAN		Tharran	
7	24	AR_MERMAIDS		Mermaids	
7	25	AR_SERPENTS		Serpents	
7	26	AR_IMMIEL		Immiel	
7	27	AR_RILLEON		Rilleon	
7	28	AR_MARANOR		Maranor	
7	29	AR_CORELAY		Corelay	
7	30	AR_JADE		Jade	
7	31	AR_LAST		Last	
7	32	AR_ERIFEL		Erifel	
7	33	AR_SAREON		Sareon	
7	34	AR_EOMIR		Eomir	
7	35	AR_RILNOR		Rilnor	
7	36	AR_THUMAR		Thumar	
7	37	AR_SHARVIK		Sharvik	
7	38	AR_IMILDRAL		Imildral	
7	39	AR_ERENIM		Erenim	
7	40	AR_ISILFREY		Isilfrey	
7	41	AR_THORDROTH		Thordroth	
7	42	AR_GALORBARD		Galorbard	
7	43	AR_CORLON		Corlon	
7	44	AR_FARWAIN		Farwain	
7	45	AR_MARALAN		Maralan	
7	46	AR_BEOMIR		Beomir	
7	47	AR_CEREMELTH		Ceremelth	
7	48	AR_CARAFEL		Carafel	
7	49	AR_SARADWIN		Saradwin	
7	50	AR_EMERTHEN		Emerthen	
7	51	AR_SCARADIR		Scaradir	
7	52	AR_MERANOR		Meranor	
7	53	AR_ARELBAN		Arelban	
7	54	AR_ARUNVERE		Arunvere	
7	55	AR_ERILAN		Erilan	
7	56	AR_ELINVAR		Elinvar	
7	57	AR_ARELMAR		Arelmar	
7	58	AR_SHIMMERING		Shimmering	
7	59	AR_FORGOTTEN		Forgotten	
7	60	AR_WHISPERING		Whispering	
7	61	AR_FOREVER		Forever	
7	62	AR_GOLDEN		Golden	
7	63	AR_FINFYR		Finfyr	
7	64	AR_GEREMIEL		Geremiel	
7	65	AR_SAMARAND		Samarand	
7	66	AR_EMERGELM		Emergelm	
7	67	AR_ILDEMAR		Ildemar	
7	68	AR_ZARAGORN		Zaragorn	
7	69	AR_GILGRATH		Gilgrath	
7	70	AR_THARN		Tharn	
7	71	AR_SHARENOR		Sharenor	
7	72	AR_ARARAK		Ararak	
7	73	AR_THUNDER		Thunder	
7	74	AR_DAWN		Dawn	
7	75	AR_MERIKITH		Merikith	
7	76	AR_ARADEL		Aradel	
7	77	AR_VALGRORN		Valgrorn	
7	78	AR_MALGOR		Malgor	
7	79	AR_DWARDOR		Dwardor	
7	80	AR_DEATH		Death	
7	81	AR_BARATHOR		Barathor	
7	82	AR_BURNING		Burning	
7	83	AR_RAVENS		Ravens	
7	84	AR_IRON		Iron	
7	85	AR_TARK		Tark	
7	86	AR_ATHRUK		Athruk	
7	87	AR_THORDRIN		Thordrin	
7	88	AR_STORMS		Storms	
7	89	AR_BIG		Big	
7	90	AR_CORTH		Corth	
7	91	AR_SKIROL		Skirol	
7	92	AR_OTHRYM		Othrym	
7	93	AR_GRORN		Grorn	
7	94	AR_GOGRUN		Gogrun	
7	95	AR_FINROD		Finrod	
7	96	AR_SONGS		Songs	
7	97	AR_CRIMSON		Crimson	
7	98	AR_ELORTHORD		Elorthord	
7	99	AR_CORITHEL		Corithel	
7	100	AR_ALATHOR		Alathor	
7	101	AR_ELINBRAND		Elinbrand	
7	102	AR_GLIWAIN		Gliwain	
7	103	AR_ATHRUDAN		Athrudan	
7	104	AR_SKORDROTH		Skordroth	
7	105	AR_ERILMARK		Erilmark	
7	106	AR_ARABAR		Arabar	
7	107	AR_THEODEL		Theodel	
7	108	AR_CERRELM		Cerrelm	
7	109	AR_ROREON		Roreon	
7	110	AR_CARAMANE		Caramane	
7	111	AR_ROMIEL		Romiel	
7	112	AR_ORCAR		Orcar	
7	113	AR_RAVENFREY		Ravenfrey	
7	114	AR_EREFAR		Erefar	
7	115	AR_ELMIR		Elmir	
7	116	AR_MELIBOR		Melibor	
7	117	AR_SHARMARK		Sharmark	
7	118	AR_SAPPHIRE		Sapphire	
7	119	AR_ELORMANE		Elormane	
7	120	AR_DRAGON		Dragon	
7	121	AR_RILDROTH		Rildroth	
7	122	AR_ANGELF		Angelf	
7	123	AR_ERIVIK		Erivik	
7	124	AR_SARNOTH		Sarnoth	
7	125	AR_SHRYGAL		Shrygal	
7	126	AR_FARAGOR		Faragor	
7	127	AR_ASHNAR		Ashnar	
7	128	AR_CORMIR		Cormir	
7	129	AR_CEREVERE		Cerevere	
7	130	AR_MELTHOR		Melthor	
7	131	AR_VARORN		Varorn	
7	132	AR_OBLIVION_BORDERS		Oblivion	the Borders of
7	133	AR_OBLIVION_MISTS		Oblivion	the Mists of
