Version	Id	Symbol	Flags	Name	Prefix
11	0	AR_NONE		None	
11	1	AR_IMGARORN		Imgarorn	
11	2	AR_CARILDRORN		Carildrorn	
11	3	AR_GLIRUK		Gliruk	
11	4	AR_SISORN		Sisorn	
11	5	AR_BERELANE		Berelane	
11	6	AR_USHATRAK		Ushatrak	
11	7	AR_TALASHIUM		Talashium	
11	8	AR_THIRIL		Thiril	
11	9	AR_ANVORIL		Anvoril	
11	10	AR_BERORMESH		Berormesh	
11	11	AR_THIGRIEL		Thigriel	
11	12	AR_ANVANGRIEL		Anvangriel	
11	13	AR_MORENAND		Morenand	
11	14	AR_TALILDREON		Talildreon	
11	15	AR_GLISEON		Gliseon	
11	16	AR_THULIM		Thulim	
11	17	AR_KAHORTHUN		Kahorthun	
11	18	AR_MORASHANE		Morashane	
11	19	AR_ULFILDRUK		Ulfildruk	
11	20	AR_THISUK		Thisuk	
11	21	AR_VARANGRANE		Varangrane	
11	22	AR_DOLORTHIUM		Dolorthium	
11	23	AR_FULESH		Fulesh	
11	24	AR_SIGRAK		Sigrak	
11	25	AR_IMIRIEL		Imiriel	
11	26	AR_BERANGRIA		Berangria	
11	27	AR_USHELIM		Ushelim	
11	28	AR_TALENUN		Talenun	
11	29	AR_OBATRUK		Obatruk	
11	30	AR_LORORTHAK		Lororthak	
11	31	AR_IMGORMAD		Imgormad	
11	32	AR_THULAD		Thulad	
11	33	AR_LORORMAND		Lorormand	
11	34	AR_CARORTHIM		Carorthim	
11	35	AR_MALISANE		Malisane	
11	36	AR_FILDRAK		Fildrak	
11	37	AR_IMIRESH		Imiresh	
11	38	AR_BERIGRIL		Berigril	
11	39	AR_GLENARG		Glenarg	
11	40	AR_BERULIEL		Beruliel	
11	41	AR_ANVIREON		Anvireon	
11	42	AR_TALORMANE		Talormane	
11	43	AR_FARORN		Farorn	
11	44	AR_IMILDRORN		Imildrorn	
11	45	AR_KAHIGRIUM		Kahigrium	
11	46	AR_CARORTHAD		Carorthad	
11	47	AR_MORUDRIM		Morudrim	
11	48	AR_GLARUK		Glaruk	
11	49	AR_TALANGRIUM		Talangrium	
11	50	AR_GLORTHIUM		Glorthium	
11	51	AR_THARIL		Tharil	
11	52	AR_IMGIGRIEL		Imgigriel	
11	53	AR_USHUDRARG		Ushudrarg	
11	54	AR_TALUDREON		Taludreon	
11	55	AR_FARAND		Farand	
11	56	AR_GLORMEON		Glormeon	
11	57	AR_LORULORN		Lorulorn	
11	58	AR_MORANGRANE		Morangrane	
11	59	AR_FORTHANE		Forthane	
11	60	AR_THORMUK		Thormuk	
11	61	AR_MORUDRAD		Morudrad	
11	62	AR_CARINARG		Carinarg	
11	63	AR_SELARG		Selarg	
11	64	AR_USHIGRIM		Ushigrim	
11	65	AR_SORMAND		Sormand	
11	66	AR_TALIGRORN		Taligrorn	
11	67	AR_THARANE		Tharane	
11	68	AR_MALARAK		Malarak	
11	69	AR_TORANGRARG		Torangrarg	
11	70	AR_KAHENARG		Kahenarg	
11	71	AR_LORULAND		Loruland	
11	72	AR_ULFUDRUN		Ulfudrun	
11	73	AR_FANGREON		Fangreon	
11	74	AR_TORUDRANE		Torudrane	
11	75	AR_MALORMANE		Malormane	
11	76	AR_OBORESH		Oboresh	
11	77	AR_IMARESH		Imaresh	
11	78	AR_BERORTHIL		Berorthil	
11	79	AR_IMORTHAD		Imorthad	
11	80	AR_IMGENEON		Imgeneon	
11	81	AR_TALIGRAND		Taligrand	
11	82	AR_LORENUK		Lorenuk	
11	83	AR_TALULANE		Talulane	
11	84	AR_GLINANE		Glinane	
11	85	AR_HAGELANE		Hagelane	
11	86	AR_MALANGRIUM		Malangrium	
11	87	AR_VARANGRIEL		Varangriel	
11	88	AR_MORILDRUK		Morildruk	
11	89	AR_CARATRORN		Caratrorn	
11	90	AR_IMGARIL		Imgaril	
11	91	AR_GLIRIUM		Glirium	
11	92	AR_IMANGRAK		Imangrak	
11	93	AR_OBULARG		Obularg	
11	94	AR_THIRIEL		Thiriel	
11	95	AR_THIGRIM		Thigrim	
11	96	AR_LORELORN		Lorelorn	
11	97	AR_ULFATRUK		Ulfatruk	
11	98	AR_THULUK		Thuluk	
11	99	AR_KAHANGRORN		Kahangrorn	
11	100	AR_MORASHESH		Morashesh	
11	101	AR_CARENAK		Carenak	
11	102	AR_VARANGRESH		Varangresh	
11	103	AR_ANVUDRIUM		Anvudrium	
11	104	AR_TORILDRIEL		Torildriel	
11	105	AR_VARINAD		Varinad	
11	106	AR_ZARANGRARG		Zarangrarg	
11	107	AR_CARATRAND		Caratrand	
11	108	AR_VARUDRUN		Varudrun	
11	109	AR_IMGARANE		Imgarane	
11	110	AR_GANISAK		Ganisak	
11	111	AR_MALIRARG		Malirarg	
11	112	AR_MORORTHEON		Morortheon	
11	113	AR_TORATRANE		Toratrane	
11	114	AR_THILDRORN		Thildrorn	
11	115	AR_TORILDRESH		Torildresh	
11	116	AR_DOLINIEL		Doliniel	
11	117	AR_OBENAD		Obenad	
11	118	AR_FILDRARG		Fildrarg	
11	119	AR_GLENAND		Glenand	
11	120	AR_OBORMORN		Obormorn	
11	121	AR_IMATRORN		Imatrorn	
11	122	AR_THASHAK		Thashak	
11	123	AR_ANVIGRAK		Anvigrak	
11	124	AR_CARARAD		Cararad	
11	125	AR_GLILDRAD		Glildrad	
11	126	AR_MORINIM		Morinim	
11	127	AR_FELIM		Felim	
11	128	AR_THILDRAND		Thildrand	
