Version	Id	Symbol	Flags	Name	Prefix
1	0	AR_NONE		None	
1	1	AR_IMGARORN		Imgarorn	
1	2	AR_CARILDRORN		Carildrorn	
1	3	AR_GLIRUK		Gliruk	
1	4	AR_SISORN		Sisorn	
1	5	AR_BERELANE		Berelane	
1	6	AR_USHATRAK		Ushatrak	
1	7	AR_TALASHIUM		Talashium	
1	8	AR_THIRIL		Thiril	
1	9	AR_ANVORIL		Anvoril	
1	10	AR_BERORMESH		Berormesh	
1	11	AR_THIGRIEL		Thigriel	
1	12	AR_ANVANGRIEL		Anvangriel	
1	13	AR_MORENAND		Morenand	
1	14	AR_TALILDREON		Talildreon	
1	15	AR_GLISEON		Gliseon	
1	16	AR_THULIM		Thulim	
1	17	AR_KAHORTHUN		Kahorthun	
1	18	AR_MORASHANE		Morashane	
1	19	AR_ULFILDRUK		Ulfildruk	
1	20	AR_THISUK		Thisuk	
1	21	AR_VARANGRANE		Varangrane	
1	22	AR_DOLORTHIUM		Dolorthium	
1	23	AR_FULESH		Fulesh	
1	24	AR_SIGRAK		Sigrak	
1	25	AR_IMIRIEL		Imiriel	
1	26	AR_BERANGRIA		Berangria	
1	27	AR_USHELIM		Ushelim	
1	28	AR_TALENUN		Talenun	
1	29	AR_OBATRUK		Obatruk	
1	30	AR_LORORTHAK		Lororthak	
1	31	AR_IMGORMAD		Imgormad	
1	32	AR_THULAD		Thulad	
1	33	AR_LORORMAND		Lorormand	
1	34	AR_CARORTHIM		Carorthim	
1	35	AR_MALISANE		Malisane	
1	36	AR_FILDRAK		Fildrak	
1	37	AR_IMIRESH		Imiresh	
1	38	AR_BERIGRIL		Berigril	
1	39	AR_GLENARG		Glenarg	
1	40	AR_BERULIEL		Beruliel	
1	41	AR_ANVIREON		Anvireon	
1	42	AR_TALORMANE		Talormane	
1	43	AR_FARORN		Farorn	
1	44	AR_IMILDRORN		Imildrorn	
1	45	AR_KAHIGRIUM		Kahigrium	
1	46	AR_CARORTHAD		Carorthad	
1	47	AR_MORUDRIM		Morudrim	
1	48	AR_GLARUK		Glaruk	
1	49	AR_TALANGRIUM		Talangrium	
1	50	AR_GLORTHIUM		Glorthium	
1	51	AR_THARIL		Tharil	
1	52	AR_IMGIGRIEL		Imgigriel	
1	53	AR_USHUDRARG		Ushudrarg	
1	54	AR_TALUDREON		Taludreon	
1	55	AR_FARAND		Farand	
1	56	AR_GLORMEON		Glormeon	
1	57	AR_LORULORN		Lorulorn	
1	58	AR_MORANGRANE		Morangrane	
1	59	AR_FORTHANE		Forthane	
1	60	AR_THORMUK		Thormuk	
1	61	AR_MORUDRAD		Morudrad	
1	62	AR_CARINARG		Carinarg	
1	63	AR_SELARG		Selarg	
1	64	AR_USHIGRIM		Ushigrim	
